1024	1024	6632
214	1	1.03091
381	1	0.66562
467	1	0.47506
2	2	5.67117
7	2	1.04314
13	2	0.02013
28	2	0.31041
32	2	0.56454
33	2	2.20885
47	2	1.87714
54	2	1.77640
90	2	1.55435
104	2	0.19621
127	2	1.01046
162	2	0.12004
174	2	1.06266
176	2	1.99301
214	2	0.29266
216	2	4.31019
222	2	0.04478
230	2	0.32734
235	2	1.91490
247	2	1.10023
265	2	0.98957
275	2	0.46017
279	2	0.38261
288	2	1.30350
310	2	0.18976
350	2	0.85490
352	2	1.56944
382	2	0.05266
389	2	0.37304
409	2	2.59039
416	2	0.31442
434	2	3.66726
443	2	0.06076
455	2	0.49352
456	2	0.53329
495	2	0.13168
537	2	1.65230
542	2	0.28061
550	2	0.85322
554	2	1.55119
558	2	0.43874
572	2	0.09989
577	2	0.58653
582	2	0.87681
584	2	0.41857
597	2	1.39414
611	2	0.94117
615	2	0.65101
623	2	0.56703
632	2	1.55446
633	2	0.35051
639	2	0.58564
659	2	0.54095
680	2	3.25450
727	2	0.82361
750	2	1.39410
760	2	0.02258
761	2	0.17063
771	2	0.58435
814	2	1.57355
821	2	0.12819
826	2	0.09292
827	2	1.41393
834	2	0.32130
843	2	0.93241
844	2	0.02145
848	2	2.72440
852	2	0.92537
867	2	0.02358
873	2	1.28207
874	2	1.32191
881	2	1.51566
888	2	0.56835
902	2	0.84703
949	2	0.03540
959	2	1.09164
980	2	0.12324
990	2	0.22828
995	2	0.88219
998	2	1.28408
1019	2	2.52060
1023	2	0.24467
3	3	0.25406
123	3	0.78867
214	3	0.79830
265	3	1.82421
288	3	0.66212
403	3	0.07633
443	3	0.62984
567	3	0.36699
582	3	1.33856
600	3	0.11040
659	3	1.10633
680	3	1.40586
706	3	0.23548
751	3	0.40998
770	3	0.01637
827	3	1.06067
834	3	0.94882
848	3	0.84810
850	3	0.00109
882	3	0.45510
888	3	1.58776
979	3	1.18780
821	6	1.21706
850	6	0.91130
908	6	0.69465
927	6	1.80078
2	7	1.54846
24	7	0.40906
110	7	0.42064
118	7	0.92570
144	7	0.35640
167	7	0.98617
222	7	0.53065
247	7	0.45280
369	7	0.33131
550	7	1.80698
853	7	2.08230
874	7	1.05504
1019	7	0.23064
335	9	0.84668
582	9	0.10379
848	9	0.23638
278	10	0.01849
836	10	0.66340
990	10	0.53713
770	11	0.32324
443	12	0.21392
2	13	0.79758
6	13	0.14302
7	13	0.73535
13	13	1.19763
23	13	0.05985
47	13	0.59122
87	13	0.04604
124	13	1.39023
129	13	0.49366
185	13	0.25748
197	13	1.08051
201	13	0.81623
222	13	1.87622
247	13	0.03437
288	13	1.37431
310	13	1.50903
318	13	0.11715
345	13	0.19383
389	13	1.87369
432	13	0.04665
443	13	1.90764
542	13	0.27657
555	13	1.04459
558	13	0.12735
584	13	0.37243
623	13	0.74680
633	13	0.21238
639	13	0.48520
643	13	0.70942
736	13	0.05948
761	13	0.07207
827	13	1.97313
834	13	1.13959
840	13	0.29946
853	13	0.06686
881	13	0.03332
1000	13	0.42608
1019	13	0.39389
167	14	1.06065
204	14	0.47782
77	15	1.12683
444	15	0.90643
607	16	0.80989
888	16	1.09257
941	16	0.42623
141	17	0.40991
216	19	0.84013
446	19	0.34065
500	19	1.04826
604	19	0.49398
645	19	1.26159
249	20	1.34596
257	20	0.08295
346	20	0.48817
736	20	2.84737
842	20	1.27067
199	21	0.34212
285	21	0.60050
2	23	0.09966
23	23	0.89996
395	23	0.38237
443	23	0.21219
460	23	0.17122
470	23	0.47335
709	23	1.20416
723	23	0.53560
750	23	0.70042
832	23	0.54297
2	24	1.82841
81	24	0.72307
145	24	0.68827
189	24	0.54157
389	24	0.43914
409	24	0.22307
450	24	2.47456
460	24	0.46631
519	24	1.04552
680	24	1.66294
848	24	1.02785
881	24	1.69414
2	26	0.78195
3	26	1.06883
26	26	0.97173
162	26	0.58328
173	26	0.79965
620	26	0.74419
684	26	2.73909
867	26	0.08692
80	27	0.18430
125	27	1.11948
214	27	0.22153
304	27	1.18725
874	27	0.93409
2	28	1.11563
275	28	0.44082
435	28	0.76771
462	28	0.01017
596	28	0.24876
734	28	0.07594
976	28	0.04025
2	32	0.18635
13	32	0.21142
16	32	0.39816
41	32	0.96958
47	32	0.28080
54	32	0.67099
58	32	0.41515
90	32	0.28419
92	32	0.88741
224	32	0.23899
239	32	0.47979
258	32	2.75265
288	32	0.56732
349	32	0.87593
451	32	2.49089
456	32	0.08870
458	32	1.06756
467	32	0.33776
498	32	1.01277
543	32	1.49758
550	32	0.70069
553	32	0.15840
558	32	1.71913
574	32	2.81661
604	32	1.24620
623	32	0.35806
710	32	1.18815
736	32	0.18153
750	32	0.71026
751	32	0.05730
760	32	0.89807
761	32	1.21865
821	32	2.48133
832	32	0.83781
837	32	0.84477
844	32	0.43705
848	32	1.52070
888	32	0.37430
930	32	1.41063
956	32	0.92057
984	32	0.14850
990	32	0.09339
2	33	0.03169
3	33	0.00905
13	33	0.29628
16	33	0.29409
33	33	9.36293
40	33	0.74852
47	33	0.13264
65	33	0.36296
71	33	0.74764
104	33	0.23511
142	33	0.72935
167	33	0.93982
185	33	1.44557
189	33	0.25907
200	33	0.04700
213	33	1.47887
214	33	0.58896
216	33	0.04518
222	33	0.12486
235	33	0.03017
242	33	0.61072
247	33	0.48553
265	33	0.64430
272	33	0.71158
288	33	1.66878
310	33	0.21383
311	33	0.82078
312	33	2.37679
372	33	4.21007
403	33	1.94925
409	33	0.01208
434	33	0.14324
435	33	0.17576
439	33	0.40124
443	33	0.79368
451	33	1.46119
456	33	0.09544
462	33	1.61775
467	33	0.12767
481	33	0.03699
506	33	1.47216
510	33	1.15704
514	33	0.81444
534	33	0.56230
540	33	0.53244
550	33	5.27056
554	33	0.38220
558	33	1.21614
572	33	3.63763
623	33	1.87775
633	33	1.35524
702	33	1.04461
709	33	0.19368
718	33	0.18287
723	33	0.99129
741	33	0.27185
742	33	0.11529
750	33	0.09252
778	33	0.73901
806	33	1.27630
821	33	1.36436
836	33	0.27028
843	33	1.95824
848	33	0.43898
850	33	1.04133
852	33	0.61408
858	33	0.08736
873	33	0.79557
881	33	1.93864
886	33	2.59881
888	33	1.84016
905	33	1.13277
928	33	3.57367
953	33	0.34481
990	33	1.15542
1006	33	0.20851
1012	33	0.33867
1019	33	0.87008
319	36	0.31284
496	36	0.40580
558	36	0.11383
672	36	0.70554
881	36	1.65815
222	38	1.00820
537	38	0.16000
706	38	0.26210
860	38	2.36610
288	39	0.21138
470	39	0.52699
514	39	0.36753
633	39	0.30212
780	39	0.34008
82	40	1.27961
296	40	0.47480
352	40	0.01069
509	40	0.16878
860	40	1.10685
873	40	1.96840
944	40	0.82901
731	43	0.41206
33	44	1.76122
54	44	0.64108
123	44	0.80219
232	44	2.41547
311	44	1.63233
335	44	0.52889
496	44	0.45108
537	44	0.54659
557	44	1.73607
684	44	0.65116
721	44	0.82807
741	44	0.66446
750	44	0.16205
753	44	0.01924
882	44	0.60999
47	45	1.39366
161	45	0.40499
222	45	0.89170
272	45	0.01350
337	45	0.43579
550	45	0.28032
809	45	1.06697
2	46	0.62527
76	46	0.68475
170	46	0.07880
235	46	0.19919
550	46	0.18962
558	46	0.57742
579	46	0.86780
640	46	1.11378
709	46	0.11009
736	46	0.83184
753	46	1.51855
802	46	0.69620
908	46	1.46370
2	47	0.75257
9	47	0.92355
13	47	0.40129
21	47	0.80936
32	47	1.40112
33	47	1.28166
47	47	4.66123
49	47	0.76551
53	47	0.08612
61	47	1.64129
80	47	0.00015
86	47	1.76924
104	47	0.24804
124	47	0.88204
151	47	1.15914
170	47	1.87680
185	47	1.84587
190	47	0.41198
200	47	0.10246
216	47	2.45449
220	47	1.07803
222	47	1.39460
235	47	0.95747
237	47	0.41467
257	47	1.25439
279	47	0.44335
288	47	1.03855
298	47	0.18483
352	47	0.47000
362	47	0.34196
364	47	0.24763
372	47	2.62924
395	47	0.19025
398	47	0.21529
443	47	0.11092
450	47	1.82088
456	47	0.08403
457	47	0.70353
460	47	1.64505
462	47	0.06749
545	47	1.36873
550	47	0.60526
558	47	2.89322
566	47	0.30368
572	47	0.10794
582	47	0.10213
583	47	1.43853
587	47	1.80559
590	47	1.61381
601	47	0.50622
604	47	0.83267
623	47	0.44545
648	47	0.57860
659	47	2.01493
680	47	1.56661
685	47	0.97757
702	47	0.62431
704	47	0.19142
709	47	1.34987
724	47	0.82531
727	47	0.23996
731	47	1.04673
735	47	0.37984
751	47	0.86700
759	47	1.76606
760	47	0.01208
766	47	1.67863
770	47	0.59655
778	47	0.98586
821	47	1.93570
827	47	1.43045
834	47	1.68160
837	47	0.62516
843	47	0.93513
848	47	0.28446
867	47	1.44260
881	47	2.51192
882	47	1.60494
889	47	1.02812
944	47	1.30095
956	47	3.37324
980	47	1.50614
990	47	1.28047
999	47	1.65984
1012	47	0.46026
48	48	1.18198
121	48	1.66756
161	48	0.15441
430	48	0.11565
795	48	0.37898
2	49	0.18204
33	49	0.69878
41	49	0.41070
49	49	0.93435
104	49	0.71616
114	49	0.85183
170	49	0.59672
195	49	1.11345
222	49	0.70860
323	49	0.00198
361	49	0.63670
454	49	0.07172
519	49	0.15565
587	49	2.26109
590	49	1.08888
659	49	0.30054
710	49	0.69554
724	49	0.38038
765	49	0.59412
881	49	1.24425
882	49	0.11583
404	50	0.33795
432	50	2.71893
496	50	1.11136
100	52	0.06148
443	52	0.19469
623	53	1.29037
2	54	0.42963
23	54	1.41106
33	54	1.49917
47	54	0.86091
54	54	2.18110
90	54	1.77336
104	54	0.02871
158	54	1.22758
180	54	0.98606
185	54	0.54923
192	54	0.21364
235	54	1.21920
288	54	0.00080
310	54	0.62944
335	54	0.62200
350	54	0.77901
404	54	3.27058
444	54	2.18493
448	54	0.47463
451	54	0.13667
462	54	0.56419
534	54	1.10949
550	54	1.23988
554	54	1.82415
561	54	1.48964
572	54	0.20015
580	54	0.16937
614	54	0.23268
685	54	0.17027
696	54	0.61713
706	54	1.23342
714	54	0.54207
848	54	0.34382
956	54	0.23928
1012	54	0.09114
1019	54	1.14784
279	55	0.84517
393	55	0.52736
767	55	1.08314
963	55	0.62202
111	56	0.46492
591	56	0.42797
621	56	0.95989
942	56	0.63728
1019	56	1.13748
7	58	0.68256
32	58	0.15148
61	58	0.12464
144	58	1.82577
358	58	1.42942
630	58	0.02977
861	58	0.76440
3	59	1.65652
330	59	1.07773
703	59	0.08196
60	60	0.52791
840	60	0.28291
216	61	1.27629
310	61	1.24546
439	61	1.26471
590	61	1.36650
615	61	0.86124
549	62	0.91695
47	63	1.61461
234	63	0.42073
434	63	0.46171
609	63	0.50566
650	63	0.60620
704	63	0.05079
821	63	0.14709
19	65	0.56813
788	65	0.14418
63	66	0.82404
285	66	0.17506
667	67	0.47917
201	68	0.19209
263	68	1.28795
390	68	0.41959
443	68	0.84242
451	68	0.61110
767	68	0.53522
990	68	0.92410
216	69	0.06421
553	69	0.89866
623	69	0.14918
633	69	0.37312
731	69	2.68078
760	69	0.72619
774	69	0.46053
959	69	0.76045
32	70	0.07625
2	71	1.14816
33	71	0.62568
71	71	1.84647
129	71	0.41625
279	71	0.56022
288	71	0.01588
310	71	0.07475
350	71	0.97984
364	71	1.50706
435	71	0.06840
475	71	1.37756
487	71	1.65174
506	71	0.17692
550	71	0.47909
554	71	1.21874
558	71	0.28836
623	71	1.45853
633	71	0.79878
648	71	0.92140
709	71	2.83204
722	71	1.35301
741	71	0.65205
778	71	0.56361
840	71	1.07048
843	71	0.26010
848	71	0.91796
867	71	2.69016
881	71	0.85885
912	71	0.15220
980	71	0.55454
1000	71	0.14061
1004	71	0.42689
2	72	0.38201
9	72	0.20182
571	72	0.19858
621	72	0.73734
680	72	0.22098
882	72	1.15933
885	72	0.03124
557	73	1.04117
633	73	1.20131
688	73	1.01624
928	73	0.08481
121	74	1.04839
439	74	1.10234
908	75	0.01058
102	76	0.88432
288	76	0.29390
510	76	0.21065
655	76	0.15570
736	76	0.32686
809	77	0.44021
1021	77	1.64236
16	80	1.38306
122	80	1.03412
126	80	0.40702
382	80	0.47984
761	80	0.71539
814	80	0.06864
882	80	0.00812
957	80	0.25923
188	81	0.70675
840	81	0.70015
2	82	0.37313
47	82	0.87582
73	82	0.63169
189	82	1.67461
288	82	0.58327
582	82	1.51203
688	82	1.27396
741	82	0.07374
806	82	0.81298
272	83	3.05650
843	83	1.17569
873	83	0.18844
927	83	0.44113
709	85	0.10537
722	85	0.24353
857	85	0.94009
235	86	0.09296
557	86	1.82700
13	87	0.61059
33	87	1.44005
87	87	0.10935
126	87	0.70592
271	87	0.10473
275	87	1.11826
288	87	1.26650
350	87	1.26878
372	87	0.48778
432	87	1.01303
550	87	0.75815
680	87	1.53697
847	87	0.72396
859	87	1.24720
995	87	0.17480
1012	87	1.24357
32	88	0.37369
584	88	1.29759
680	89	0.22609
12	90	0.00050
13	90	0.42193
32	90	0.45119
33	90	0.55913
40	90	0.17243
54	90	1.45858
71	90	0.18579
90	90	1.04201
142	90	1.67229
